paper_trade_id,underlying,status,entry_time,probability_of_profit,expected_value,capital_at_risk,selected_score,leg_count
ase_pt_8d400ce6441c4402,TEST,OPEN,2026-07-17 05:29:03.341524+00,0.5500,-2.6866,726.26,0.5050,4
ase_pt_d3b5f2da35984057,TEST,OPEN,2026-07-17 05:29:03.171597+00,0.5500,-2.1196,1041.36,0.5050,4
ase_pt_16cf6d806ea34cdc,TEST,OPEN,2026-07-17 05:29:03.063406+00,0.5500,0.4493,5.94,0.7050,3
ase_pt_ea93f5edcbd049a6,TEST,OPEN,2026-07-17 05:29:02.977752+00,0.5500,0.8582,168.83,0.7050,2
ase_pt_bed69d2bf32e4b21,TEST,OPEN,2026-07-17 05:29:02.862294+00,0.5500,-2.4106,761.36,0.5050,4
ase_pt_d8d2ea56d692462f,TEST,OPEN,2026-07-17 05:29:02.784252+00,0.5500,-0.7297,162.16,0.5050,2
ase_pt_496875cb2f7d476e,TEST,OPEN,2026-07-17 05:29:02.72195+00,0.5500,-3.4584,972.84,0.5050,4
ase_pt_f352a5bb0a3845c7,TEST,OPEN,2026-07-17 05:29:02.603649+00,0.5500,0.3838,74.09,0.7050,3
ase_pt_c8dd09199fb94cf3,TEST,OPEN,2026-07-17 05:29:02.495984+00,0.5500,97.7666,861.10,0.7050,2
ase_pt_5e1802c0f78045cb,TEST,OPEN,2026-07-17 05:29:02.441559+00,0.5500,102.9914,671.43,0.7050,2
ase_pt_c8bf85c6ede2488b,TEST,OPEN,2026-07-17 05:29:02.331486+00,0.5500,-0.7297,162.16,0.5050,2
ase_pt_a2df9c7deeea4407,TEST,OPEN,2026-07-17 05:29:02.221796+00,0.5500,102.9914,671.43,0.7050,2
ase_pt_f3afc3f4ede84b03,TEST,OPEN,2026-07-17 05:29:02.106074+00,0.5500,-2.7994,937.74,0.5050,4
ase_pt_dea8aa2dc202496f,TEST,OPEN,2026-07-17 05:29:02.025704+00,0.5500,1.6168,86.51,0.7050,4
ase_pt_305c8be299544ad0,TEST,OPEN,2026-07-17 05:29:01.832408+00,0.5500,2.7705,46.90,0.7050,2
ase_pt_bf9746964617425a,TEST,OPEN,2026-07-17 05:29:01.740564+00,0.5500,1.7339,21.86,0.7050,2
ase_pt_3f620ebb349a4df9,TEST,OPEN,2026-07-17 05:29:01.68009+00,0.5500,3.6276,466.64,0.7050,4
ase_pt_963783dd4e834ad5,TEST,OPEN,2026-07-17 05:29:01.59387+00,0.5500,-2.1196,1041.36,0.5050,4
ase_pt_df0d1012524347fb,TEST,OPEN,2026-07-17 05:29:01.473448+00,0.5500,-2.4106,761.36,0.5050,4
ase_pt_98a9900391574b3c,TEST,OPEN,2026-07-17 05:29:01.241638+00,0.5500,1.3928,83.72,0.7050,3
ase_pt_2b1cb0acde8a4d2a,TEST,OPEN,2026-07-17 05:29:01.161826+00,0.5500,1.3928,83.72,0.7050,3
ase_pt_d8dc2fb768cf4d72,TEST,OPEN,2026-07-17 05:29:00.860715+00,0.5500,39.7884,950.81,0.7050,2
ase_pt_bb4541f2bdfc46ca,TEST,OPEN,2026-07-17 05:29:00.767625+00,0.5500,102.8397,429.07,0.7050,2
ase_pt_630c5bfba91c45a1,TEST,OPEN,2026-07-17 05:29:00.010477+00,0.5500,-3.2010,1349.70,0.5050,4
ase_pt_d742e132255243af,TEST,OPEN,2026-07-17 05:28:59.893701+00,0.5500,-2.6866,726.26,0.5050,4
ase_pt_10e90105a8cd4fd0,TEST,OPEN,2026-07-17 05:28:59.74887+00,0.5500,-3.4584,972.84,0.5050,4
ase_pt_725a2fc7d4474ae9,TEST,OPEN,2026-07-17 05:28:59.670365+00,0.5500,-2.4106,761.36,0.5050,4
ase_pt_c985b0ea78c349bf,TEST,OPEN,2026-07-17 05:28:59.598258+00,0.5500,-2.5882,801.12,0.5050,4
ase_pt_1ec92c1858a942b5,TEST,OPEN,2026-07-17 05:28:59.465907+00,0.5500,-4.0980,1303.00,0.5050,8
ase_pt_6902ab81fd5c473c,TEST,OPEN,2026-07-17 05:28:59.356137+00,0.5500,-2.2023,677.83,0.5050,4
ase_pt_bfcfa9b74a7841ec,TEST,OPEN,2026-07-17 05:28:59.274118+00,0.5500,-2.3938,712.93,0.5050,4
ase_pt_c5e54d1c2fad41cc,TEST,OPEN,2026-07-17 05:28:59.166074+00,0.5500,3.3566,184.64,0.7050,4
ase_pt_762319e20bcf4980,TEST,OPEN,2026-07-17 05:28:59.087276+00,0.5500,-3.5754,946.04,0.5050,4
ase_pt_ff3f24f24b8e45f4,TEST,OPEN,2026-07-17 05:28:59.00514+00,0.5500,-1.7180,629.40,0.5050,4
ase_pt_0e5e83ab54cb4538,TEST,OPEN,2026-07-17 05:28:58.918999+00,0.5500,-2.4106,761.36,0.5050,4
ase_pt_c45fec7c13434445,TEST,OPEN,2026-07-17 05:28:58.817232+00,0.5500,0.3838,74.09,0.7050,3
ase_pt_8dbc75e418544b88,TEST,OPEN,2026-07-17 05:28:58.730359+00,0.5500,-0.5215,454.43,0.5050,3
ase_pt_e7742d0825944040,TEST,OPEN,2026-07-17 05:28:58.630817+00,0.5500,0.8986,11.88,0.7050,6
ase_pt_03849d666efe4824,TEST,OPEN,2026-07-17 05:28:58.401504+00,0.5500,0.1373,0.84,0.7050,3
ase_pt_4e005621b9684abd,TEST,OPEN,2026-07-17 05:28:58.287814+00,0.5500,1.2069,56.13,0.7050,3
ase_pt_63167d95b92d46a9,TEST,OPEN,2026-07-17 05:28:58.22241+00,0.5500,0.7677,117.29,0.7050,3
ase_pt_c7352c9de31649d5,TEST,OPEN,2026-07-17 05:28:58.161899+00,0.5500,0.2176,203.18,0.7050,3
ase_pt_848e090753ce4b78,TEST,OPEN,2026-07-17 05:28:58.07223+00,0.5500,0.2584,150.98,0.7050,3
ase_pt_bb138449b1884e36,TEST,OPEN,2026-07-17 05:28:57.77627+00,0.5500,0.2584,150.98,0.7050,3
ase_pt_5531bb51b3f046e0,TEST,OPEN,2026-07-17 05:28:57.681629+00,0.5500,-1.3478,794.78,0.5050,4
ase_pt_7d604ae2b8b84008,TEST,OPEN,2026-07-17 05:28:57.475177+00,0.5500,0.4493,5.94,0.7050,3
ase_pt_83d56a0a0f0f40a3,TEST,OPEN,2026-07-17 05:28:57.378094+00,0.5500,0.4493,5.94,0.7050,3
ase_pt_1efc5e19f4d2470b,TEST,OPEN,2026-07-17 05:28:57.294041+00,0.5500,1.7946,250.64,0.7050,4
ase_pt_c15348efbf064e5a,TEST,OPEN,2026-07-17 05:28:57.17706+00,0.5500,0.6678,324.32,0.7050,4
ase_pt_989392eefb9541f2,TEST,OPEN,2026-07-17 05:28:57.100064+00,0.5500,104.2176,902.44,0.7050,4
ase_pt_6380627d787b417b,TEST,OPEN,2026-07-17 05:28:57.026665+00,0.5500,-2.1196,1041.36,0.5050,4
ase_pt_dda2c92bd3bf4532,TEST,OPEN,2026-07-17 05:28:56.877228+00,0.5500,99.3667,1033.90,0.7050,2
ase_pt_bb16728c9ab74c57,TEST,OPEN,2026-07-17 05:28:56.80856+00,0.5500,209.6075,980.39,0.7050,2
ase_pt_e8daada75c2d4937,TEST,OPEN,2026-07-17 05:28:56.701119+00,0.5500,97.7666,861.10,0.7050,2
ase_pt_492673dfeb9d4bb4,TEST,OPEN,2026-07-17 05:28:56.632762+00,0.5500,102.9914,671.43,0.7050,2
ase_pt_155673414d9c4237,TEST,OPEN,2026-07-17 05:28:56.499234+00,0.5500,-1.0254,570.14,0.5050,2
ase_pt_f524316759cb4ded,TEST,OPEN,2026-07-17 05:28:56.454621+00,0.5500,0.6678,324.32,0.7050,4
ase_pt_78bec6a96d964fd6,TEST,OPEN,2026-07-17 05:28:56.387083+00,0.5500,0.9392,358.48,0.7050,2
ase_pt_0ec22af1f8694c35,TEST,OPEN,2026-07-17 05:28:56.231724+00,0.5500,0.9392,358.48,0.7050,2
ase_pt_0fd2fff6f13649d5,TEST,OPEN,2026-07-17 05:28:56.140703+00,0.5500,0.2391,217.07,0.7050,2
ase_pt_df9ef3680a77413b,TEST,OPEN,2026-07-17 05:28:56.064349+00,0.5500,-7.1139,1580.87,0.5050,2
ase_pt_6bb95b5aa7244b82,TEST,OPEN,2026-07-17 05:28:55.974668+00,0.5500,-7.1139,1580.87,0.5050,2
ase_pt_34b7749cae3b494d,TEST,OPEN,2026-07-17 05:28:55.920428+00,0.5500,1.8670,352.22,0.7050,4
ase_pt_751823b026db4dd0,TEST,OPEN,2026-07-17 05:28:55.848273+00,0.5500,0.2420,305.55,0.7050,2
ase_pt_3fea564c077e49df,TEST,OPEN,2026-07-17 05:28:55.659611+00,0.5500,0.2391,217.07,0.7050,2
ase_pt_68eeb4f5c58f48cd,TEST,OPEN,2026-07-17 05:28:55.610061+00,0.5500,0.0653,447.01,0.7050,2
ase_pt_94869ecb05004e5d,TEST,OPEN,2026-07-17 05:28:55.544021+00,0.5500,0.0653,447.01,0.7050,2
ase_pt_a36cd5a474524c44,TEST,OPEN,2026-07-17 05:28:55.510098+00,0.5500,0.3576,293.99,0.7050,2
ase_pt_b70d6af2f94d4814,TEST,OPEN,2026-07-17 05:28:55.298904+00,0.5500,-4.5609,1013.54,0.5050,2
ase_pt_04f4c3ecbe4a4039,TEST,OPEN,2026-07-17 05:28:55.235721+00,0.5500,-4.5609,1013.54,0.5050,2
ase_pt_53fd94a5236f4933,TEST,OPEN,2026-07-17 05:28:55.178175+00,0.5500,0.3339,162.16,0.7050,2
ase_pt_7904fd855b78444d,TEST,OPEN,2026-07-17 05:28:55.119374+00,0.5500,-0.6647,597.66,0.5050,4
ase_pt_55f2879c9c234ae8,TEST,OPEN,2026-07-17 05:28:55.056923+00,0.5500,-0.3324,298.83,0.5050,2
ase_pt_24c4ba6f47cb4240,TEST,OPEN,2026-07-17 05:28:54.967653+00,0.5500,0.0945,191.23,0.7050,2
ase_pt_e0843e5730d14f6a,TEST,OPEN,2026-07-17 05:28:54.923408+00,0.5500,0.3339,162.16,0.7050,2
ase_pt_7f4cbe9e07c348b3,TEST,OPEN,2026-07-17 05:28:54.869735+00,0.5500,0.3339,162.16,0.7050,2
ase_pt_29707c7594b24de3,TEST,OPEN,2026-07-17 05:28:54.827038+00,0.5500,1.1837,67.53,0.7050,4
ase_pt_5dc715014dd84a43,TEST,OPEN,2026-07-17 05:28:54.730065+00,0.5500,1.1837,67.53,0.7050,4
ase_pt_d4b58757814f4b80,TEST,OPEN,2026-07-17 05:28:54.457469+00,0.5500,2.7755,108.00,0.7050,2
ase_pt_5dd2701e8ad6448e,TEST,OPEN,2026-07-17 05:28:54.388419+00,0.5500,-1.2053,380.68,0.5050,2
ase_pt_68dedcd545444fa1,TEST,OPEN,2026-07-17 05:28:54.305857+00,0.5500,3.9773,728.12,0.7050,2
ase_pt_81456c16dc9141dc,TEST,OPEN,2026-07-17 05:28:54.230954+00,0.5500,2.5365,261.15,0.7050,2
ase_pt_824858ba1134432d,TEST,OPEN,2026-07-17 05:28:54.143769+00,0.5500,0.2964,91.91,0.7050,2
ase_pt_13ff268f37fb45d6,TEST,OPEN,2026-07-17 05:28:54.097419+00,0.5500,-0.9266,277.46,0.5050,2
ase_pt_072d99d8825b437b,TEST,OPEN,2026-07-17 05:28:54.036876+00,0.5500,-0.8590,314.70,0.5050,2
ase_pt_36c1bab4acbe416d,TEST,OPEN,2026-07-17 05:28:53.958281+00,0.5500,1.2750,101.30,0.7050,2
ase_pt_d66365d89f08431d,TEST,OPEN,2026-07-17 05:28:53.886288+00,0.5500,0.0270,177.15,0.6590,2
ase_pt_9b4f4bfe915d486c,TEST,OPEN,2026-07-17 05:28:53.793474+00,0.5500,0.8582,168.83,0.7050,2
ase_pt_8b344752f60546a1,TEST,OPEN,2026-07-17 05:28:53.692407+00,0.5500,2.7755,108.00,0.7050,2
ase_pt_3a461d2fa135461e,TEST,OPEN,2026-07-17 05:28:53.605631+00,0.5500,-1.2053,380.68,0.5050,2
ase_pt_2be32f47df1f4199,TEST,OPEN,2026-07-17 05:28:53.5497+00,0.5500,3.9773,728.12,0.7050,2
ase_pt_9221343a8ff442c1,TEST,OPEN,2026-07-17 05:28:53.469168+00,0.5500,2.5365,261.15,0.7050,2
ase_pt_89e9a7a206094b5d,TEST,OPEN,2026-07-17 05:28:53.412372+00,0.5500,0.2964,91.91,0.7050,2
ase_pt_00b9fcf63ec84443,TEST,OPEN,2026-07-17 05:28:53.362963+00,0.5500,-0.9266,277.46,0.5050,2
ase_pt_a0f182a9ba75429b,TEST,OPEN,2026-07-17 05:28:53.288722+00,0.5500,-0.8590,314.70,0.5050,2
ase_pt_9c6a842c94f74f0c,TEST,OPEN,2026-07-17 05:28:53.22767+00,0.5500,1.2750,101.30,0.7050,2
ase_pt_07bdcfff5f604dac,TEST,OPEN,2026-07-17 05:28:53.140913+00,0.5500,0.0270,177.15,0.6590,2
ase_pt_ff4857b9ca1e4f31,TEST,OPEN,2026-07-17 05:28:53.077937+00,0.5500,0.8582,168.83,0.7050,2
ase_pt_a786e2c48589413f,TEST,OPEN,2026-07-17 05:28:52.847434+00,0.5500,-7.1139,1580.87,0.5050,2
ase_pt_26b9a78175254dcd,TEST,OPEN,2026-07-17 05:28:52.773628+00,0.5500,-7.1139,1580.87,0.5050,2
ase_pt_c985351fe54449c8,TEST,OPEN,2026-07-17 05:28:52.295993+00,0.5500,39.3476,100.04,0.7050,1
ase_pt_1b16a124b3174a1d,TEST,OPEN,2026-07-17 05:28:52.23841+00,0.5500,106.0116,764.04,0.7050,1
ase_pt_e7789d15879a45eb,TEST,OPEN,2026-07-17 05:28:52.106102+00,0.5500,31.4039,675.51,0.7050,1
ase_pt_172a972a10174266,TEST,OPEN,2026-07-17 05:28:52.001493+00,0.5500,98.4659,1737.51,0.7050,1
ase_pt_d290c1a0e61b449f,TEST,OPEN,2026-07-17 05:28:51.865502+00,0.5500,40.5034,491.56,0.7050,1
ase_pt_374d35422d344aa3,TEST,OPEN,2026-07-17 05:28:51.569148+00,0.5500,106.2454,233.56,0.7050,1
ase_pt_5a58675379e94007,TEST,OPEN,2026-07-17 01:59:31.557126+00,0.5500,-0.3357,583.57,0.5050,8
ase_pt_23c047592c864aa6,TEST,OPEN,2026-07-17 01:59:31.390268+00,0.5500,2.5009,145.76,0.7050,6
ase_pt_e99a1c0bac7a44b8,TEST,OPEN,2026-07-17 01:59:31.082821+00,0.5500,38.1081,424.19,0.7050,5
ase_pt_752066dea78b41bf,TEST,OPEN,2026-07-17 01:59:30.821594+00,0.5500,-0.1234,232.34,0.5050,4
ase_pt_d9ff3f43e29b426f,TEST,OPEN,2026-07-17 01:59:30.646761+00,0.5500,0.6671,263.29,0.7050,2
ase_pt_0e212e6ad17744d0,TEST,OPEN,2026-07-17 01:59:30.511992+00,0.5500,106.1571,109.29,0.7050,1
ase_pt_007d3f1af7e84a77,TEST,OPEN,2026-07-17 01:59:30.181477+00,0.5500,2.7149,117.36,0.7050,2
ase_pt_b0bae41a8b684f02,TEST,OPEN,2026-07-17 01:59:29.055956+00,0.5500,95.9490,963.62,0.7050,2
ase_pt_e2d687d64f954cd6,TEST,OPEN,2026-07-17 01:59:28.799961+00,0.5500,-2.6866,726.26,0.5050,4
ase_pt_3c3d96cd00fa4b9f,TEST,OPEN,2026-07-17 01:59:28.527568+00,0.5500,-2.1196,1041.36,0.5050,4
ase_pt_9ae3a43abb114bb3,TEST,OPEN,2026-07-17 01:59:28.403694+00,0.5500,0.4493,5.94,0.7050,3
ase_pt_52db46c029b748f6,TEST,OPEN,2026-07-17 01:59:28.241202+00,0.5500,0.8582,168.83,0.7050,2
ase_pt_b17fef4b11414c67,TEST,OPEN,2026-07-17 01:59:28.094647+00,0.5500,-2.4106,761.36,0.5050,4
ase_pt_004a747141f34b53,TEST,OPEN,2026-07-17 01:59:27.329918+00,0.5500,-0.7297,162.16,0.5050,2
ase_pt_071c68cb9fa54058,TEST,OPEN,2026-07-17 01:59:26.974198+00,0.5500,-3.4584,972.84,0.5050,4
ase_pt_96c335fbcd3f4c4f,TEST,OPEN,2026-07-17 01:59:26.742967+00,0.5500,0.3838,74.09,0.7050,3
ase_pt_e0dcd7cfa0434bf4,TEST,OPEN,2026-07-17 01:59:26.665731+00,0.5500,97.7666,861.10,0.7050,2
ase_pt_ec5bbbcd384d43e0,TEST,OPEN,2026-07-17 01:59:26.58509+00,0.5500,102.9914,671.43,0.7050,2
ase_pt_bbfe78136a6145df,TEST,OPEN,2026-07-17 01:59:26.425331+00,0.5500,-0.7297,162.16,0.5050,2
ase_pt_51e1bd8493af4532,TEST,OPEN,2026-07-17 01:59:26.273917+00,0.5500,102.9914,671.43,0.7050,2
ase_pt_4e16f998994a497a,TEST,OPEN,2026-07-17 01:59:26.018998+00,0.5500,-2.7994,937.74,0.5050,4
ase_pt_3c868bba84d748be,TEST,OPEN,2026-07-17 01:59:25.847965+00,0.5500,1.6168,86.51,0.7050,4
ase_pt_14f0366b84ad46a1,TEST,OPEN,2026-07-17 01:59:25.37723+00,0.5500,2.7705,46.90,0.7050,2
ase_pt_186926e1febe450d,TEST,OPEN,2026-07-17 01:59:25.198438+00,0.5500,1.7339,21.86,0.7050,2
ase_pt_6238c50e54c64833,TEST,OPEN,2026-07-17 01:59:24.855754+00,0.5500,3.6276,466.64,0.7050,4
ase_pt_f22e95e154d94408,TEST,OPEN,2026-07-17 01:59:24.66604+00,0.5500,-2.1196,1041.36,0.5050,4
ase_pt_cdcfed298b1248b7,TEST,OPEN,2026-07-17 01:59:24.561496+00,0.5500,-2.4106,761.36,0.5050,4
ase_pt_c3b3676b3dca4053,TEST,OPEN,2026-07-17 01:59:24.09689+00,0.5500,1.3928,83.72,0.7050,3
ase_pt_cab5b30e65814c46,TEST,OPEN,2026-07-17 01:59:24.021974+00,0.5500,1.3928,83.72,0.7050,3
ase_pt_626ffd58b34e45ec,TEST,OPEN,2026-07-17 01:59:23.763194+00,0.5500,39.7884,950.81,0.7050,2
ase_pt_b6c5e61a736a4625,TEST,OPEN,2026-07-17 01:59:23.64135+00,0.5500,102.8397,429.07,0.7050,2
ase_pt_df0a266b5a764677,TEST,OPEN,2026-07-17 01:59:23.520166+00,0.5500,-3.2010,1349.70,0.5050,4
ase_pt_84bcc42a04404c1d,TEST,OPEN,2026-07-17 01:59:23.422631+00,0.5500,-2.6866,726.26,0.5050,4
ase_pt_949f8a36d9124d7b,TEST,OPEN,2026-07-17 01:59:23.270789+00,0.5500,-3.4584,972.84,0.5050,4
ase_pt_ee9d189d54294c8a,TEST,OPEN,2026-07-17 01:59:23.118208+00,0.5500,-2.4106,761.36,0.5050,4
ase_pt_e89c1dfca5f44779,TEST,OPEN,2026-07-17 01:59:23.013814+00,0.5500,-2.5882,801.12,0.5050,4
ase_pt_0e9c0584c7a24633,TEST,OPEN,2026-07-17 01:59:22.820004+00,0.5500,-4.0980,1303.00,0.5050,8
ase_pt_7de534e9fe6345cb,TEST,OPEN,2026-07-17 01:59:22.551114+00,0.5500,-2.2023,677.83,0.5050,4
ase_pt_a8b9f5ecf5284755,TEST,OPEN,2026-07-17 01:59:22.38831+00,0.5500,-2.3938,712.93,0.5050,4
ase_pt_f250e712b2084bc1,TEST,OPEN,2026-07-17 01:59:22.273945+00,0.5500,3.3566,184.64,0.7050,4
ase_pt_efa0f89d97a54617,TEST,OPEN,2026-07-17 01:59:22.140058+00,0.5500,-3.5754,946.04,0.5050,4
ase_pt_bb9a1f6f28054353,TEST,OPEN,2026-07-17 01:59:21.922553+00,0.5500,-1.7180,629.40,0.5050,4
ase_pt_731523d79fb84a33,TEST,OPEN,2026-07-17 01:59:21.697757+00,0.5500,-2.4106,761.36,0.5050,4
ase_pt_3f0dc8b2a4fd4917,TEST,OPEN,2026-07-17 01:59:21.606374+00,0.5500,0.3838,74.09,0.7050,3
ase_pt_946b75d084744dd5,TEST,OPEN,2026-07-17 01:59:21.443712+00,0.5500,-0.5215,454.43,0.5050,3
ase_pt_0dc88f03b7564659,TEST,OPEN,2026-07-17 01:59:21.316111+00,0.5500,0.8986,11.88,0.7050,6
ase_pt_df79891422ec4bf6,TEST,OPEN,2026-07-17 01:59:21.191921+00,0.5500,0.1373,0.84,0.7050,3
ase_pt_795a4febeaa54a0d,TEST,OPEN,2026-07-17 01:59:21.095588+00,0.5500,1.2069,56.13,0.7050,3
ase_pt_aa91c2601a534cca,TEST,OPEN,2026-07-17 01:59:20.959431+00,0.5500,0.7677,117.29,0.7050,3
ase_pt_aeb5d4d092ea48cc,TEST,OPEN,2026-07-17 01:59:20.858014+00,0.5500,0.2176,203.18,0.7050,3
ase_pt_5f8707ca4cb44569,TEST,OPEN,2026-07-17 01:59:20.785993+00,0.5500,0.2584,150.98,0.7050,3
ase_pt_56d2d5d48d5b4236,TEST,OPEN,2026-07-17 01:59:20.588711+00,0.5500,0.2584,150.98,0.7050,3
ase_pt_d416f4b7532c415c,TEST,OPEN,2026-07-17 01:59:20.493246+00,0.5500,-1.3478,794.78,0.5050,4
ase_pt_c8310c4a33604a82,TEST,OPEN,2026-07-17 01:59:20.286319+00,0.5500,0.4493,5.94,0.7050,3
ase_pt_873a7401af7c499b,TEST,OPEN,2026-07-17 01:59:20.171845+00,0.5500,0.4493,5.94,0.7050,3
ase_pt_2890588a8d2f4473,TEST,OPEN,2026-07-17 01:59:19.757299+00,0.5500,1.7946,250.64,0.7050,4
ase_pt_390ae52392654d73,TEST,OPEN,2026-07-17 01:59:19.576296+00,0.5500,0.6678,324.32,0.7050,4
ase_pt_8fdcc3627c754690,TEST,OPEN,2026-07-17 01:59:19.411961+00,0.5500,104.2176,902.44,0.7050,4
ase_pt_fd8f510a65cb426a,TEST,OPEN,2026-07-17 01:59:19.222134+00,0.5500,-2.1196,1041.36,0.5050,4
ase_pt_b8bb8ab33f7c4861,TEST,OPEN,2026-07-17 01:59:19.0948+00,0.5500,99.3667,1033.90,0.7050,2
ase_pt_ac4b9034cd964425,TEST,OPEN,2026-07-17 01:59:18.870552+00,0.5500,209.6075,980.39,0.7050,2
ase_pt_ff5e137172e74047,TEST,OPEN,2026-07-17 01:59:18.679327+00,0.5500,97.7666,861.10,0.7050,2
ase_pt_ea5c2ec694ed460f,TEST,OPEN,2026-07-17 01:59:18.442696+00,0.5500,102.9914,671.43,0.7050,2
ase_pt_b960fd2b68d648d3,TEST,OPEN,2026-07-17 01:59:18.344616+00,0.5500,-1.0254,570.14,0.5050,2
ase_pt_e44634809c5544e3,TEST,OPEN,2026-07-17 01:59:18.186624+00,0.5500,0.6678,324.32,0.7050,4
ase_pt_130a27a8cb9745ba,TEST,OPEN,2026-07-17 01:59:18.1325+00,0.5500,0.9392,358.48,0.7050,2
ase_pt_c36ecfd5501c47a4,TEST,OPEN,2026-07-17 01:59:18.066323+00,0.5500,0.9392,358.48,0.7050,2
ase_pt_e97315119a354c76,TEST,OPEN,2026-07-17 01:59:17.996626+00,0.5500,0.2391,217.07,0.7050,2
ase_pt_8e442eea96e1491f,TEST,OPEN,2026-07-17 01:59:17.750836+00,0.5500,-7.1139,1580.87,0.5050,2
ase_pt_25ab7424444f4a89,TEST,OPEN,2026-07-17 01:59:17.413388+00,0.5500,-7.1139,1580.87,0.5050,2
ase_pt_db747bae239b4a97,TEST,OPEN,2026-07-17 01:59:17.35607+00,0.5500,1.8670,352.22,0.7050,4
ase_pt_fada956def4e448a,TEST,OPEN,2026-07-17 01:59:17.272824+00,0.5500,0.2420,305.55,0.7050,2
ase_pt_e4b1d239379943ff,TEST,OPEN,2026-07-17 01:59:16.927608+00,0.5500,0.2391,217.07,0.7050,2
ase_pt_21edb5107520446d,TEST,OPEN,2026-07-17 01:59:16.768487+00,0.5500,0.0653,447.01,0.7050,2
ase_pt_e1ec5f6baa4d403d,TEST,OPEN,2026-07-17 01:59:16.572809+00,0.5500,0.0653,447.01,0.7050,2
ase_pt_68e54ed88e4d421b,TEST,OPEN,2026-07-17 01:59:16.494822+00,0.5500,0.3576,293.99,0.7050,2
ase_pt_b6be8e95c33a4553,TEST,OPEN,2026-07-17 01:59:16.33527+00,0.5500,-4.5609,1013.54,0.5050,2
ase_pt_f67e84675c5249a6,TEST,OPEN,2026-07-17 01:59:16.226736+00,0.5500,-4.5609,1013.54,0.5050,2
ase_pt_56e7f9a96a7e4464,TEST,OPEN,2026-07-17 01:59:16.067085+00,0.5500,0.3339,162.16,0.7050,2
ase_pt_4fd217eb3a5a4a32,TEST,OPEN,2026-07-17 01:59:16.019892+00,0.5500,-0.6647,597.66,0.5050,4
ase_pt_b3dcd42cff494334,TEST,OPEN,2026-07-17 01:59:15.912572+00,0.5500,-0.3324,298.83,0.5050,2
ase_pt_18be7899a17a4176,TEST,OPEN,2026-07-17 01:59:15.776836+00,0.5500,0.0945,191.23,0.7050,2
ase_pt_2fb28aa0a20f49b3,TEST,OPEN,2026-07-17 01:59:15.240888+00,0.5500,0.3339,162.16,0.7050,2
ase_pt_9e5cf737f8e74fa3,TEST,OPEN,2026-07-17 01:59:15.016774+00,0.5500,0.3339,162.16,0.7050,2
ase_pt_977ced069bc5425b,TEST,OPEN,2026-07-17 01:59:14.928138+00,0.5500,1.1837,67.53,0.7050,4
ase_pt_e182672b33fc4791,TEST,OPEN,2026-07-17 01:59:14.865184+00,0.5500,1.1837,67.53,0.7050,4
ase_pt_97126c75c93c44f0,TEST,OPEN,2026-07-17 01:59:14.571734+00,0.5500,2.7755,108.00,0.7050,2
ase_pt_b544d413f1fa4fbe,TEST,OPEN,2026-07-17 01:59:14.118958+00,0.5500,-1.2053,380.68,0.5050,2
ase_pt_8779236ee5114ad7,TEST,OPEN,2026-07-17 01:59:13.930146+00,0.5500,3.9773,728.12,0.7050,2
ase_pt_422c7e1be7ac41bc,TEST,OPEN,2026-07-17 01:59:13.838845+00,0.5500,2.5365,261.15,0.7050,2
ase_pt_ca738e7c12374252,TEST,OPEN,2026-07-17 01:59:13.731836+00,0.5500,0.2964,91.91,0.7050,2
ase_pt_dd6f5dcf3c9049ec,TEST,OPEN,2026-07-17 01:59:13.663716+00,0.5500,-0.9266,277.46,0.5050,2
ase_pt_e80dd2b5c261433a,TEST,OPEN,2026-07-17 01:59:13.499867+00,0.5500,-0.8590,314.70,0.5050,2
ase_pt_1d7c0f90a07c44e7,TEST,OPEN,2026-07-17 01:59:13.203754+00,0.5500,1.2750,101.30,0.7050,2
ase_pt_e8185dd214344b3d,TEST,OPEN,2026-07-17 01:59:13.06755+00,0.5500,0.0270,177.15,0.6590,2
ase_pt_f5348162a2d24340,TEST,OPEN,2026-07-17 01:59:12.939177+00,0.5500,0.8582,168.83,0.7050,2
ase_pt_c83827516c75413d,TEST,OPEN,2026-07-17 01:59:12.808624+00,0.5500,2.7755,108.00,0.7050,2
ase_pt_77c6e57b3a1446b9,TEST,OPEN,2026-07-17 01:59:12.726973+00,0.5500,-1.2053,380.68,0.5050,2
ase_pt_9d1f3d6be1de42e7,TEST,OPEN,2026-07-17 01:59:12.650974+00,0.5500,3.9773,728.12,0.7050,2
ase_pt_d364f8772e634ea2,TEST,OPEN,2026-07-17 01:59:12.526208+00,0.5500,2.5365,261.15,0.7050,2
ase_pt_b0a34de8bfd04d85,TEST,OPEN,2026-07-17 01:59:12.375318+00,0.5500,0.2964,91.91,0.7050,2
ase_pt_5e49d8edae1c4bb5,TEST,OPEN,2026-07-17 01:59:12.296821+00,0.5500,-0.9266,277.46,0.5050,2
ase_pt_e8d8f110ca2e46ea,TEST,OPEN,2026-07-17 01:59:12.126938+00,0.5500,-0.8590,314.70,0.5050,2
ase_pt_cbd5bf81793446d7,TEST,OPEN,2026-07-17 01:59:11.580247+00,0.5500,1.2750,101.30,0.7050,2
ase_pt_161362eb9c554659,TEST,OPEN,2026-07-17 01:59:11.473988+00,0.5500,0.0270,177.15,0.6590,2
