id,paper_trade_id,buy_or_sell,asset_type,delta
331,ase_pt_e79f6d8cdfbc417d,LONG,CALL,0.3000
2074,ase_pt_17a87aa5b5ef41d5,SHORT,CALL,0.3000
1517,ase_pt_44e3a8804a2a4988,LONG,CALL,0.3000
115,ase_pt_2131ca79b52849e6,SHORT,CALL,0.3000
2017,ase_pt_2d62d52019a541bb,LONG,CALL,0.3000
799,ase_pt_5dc715014dd84a43,SHORT,CALL,0.3000
316,ase_pt_033247baa7c14f4a,SHORT,CALL,0.3000
309,ase_pt_5b48b5fc0a3f40de,LONG,CALL,0.3000
187,ase_pt_d76fb2bccf7b4907,SHORT,CALL,0.3000
185,ase_pt_e11d456d41a84455,SHORT,CALL,0.3000
812,ase_pt_55f2879c9c234ae8,SHORT,CALL,0.3000
813,ase_pt_55f2879c9c234ae8,LONG,CALL,0.3000
814,ase_pt_7904fd855b78444d,SHORT,CALL,0.3000
815,ase_pt_7904fd855b78444d,LONG,CALL,0.3000
1951,ase_pt_b02668e8ecc4498d,LONG,CALL,0.3000
1173,ase_pt_de9a1dd6531e46d8,SHORT,CALL,0.3000
1542,ase_pt_3e1833f415fd414f,LONG,CALL,0.3000
825,ase_pt_a36cd5a474524c44,SHORT,CALL,0.3000
296,ase_pt_651c3abf1f1f4b08,SHORT,CALL,0.3000
827,ase_pt_94869ecb05004e5d,SHORT,CALL,0.3000
1957,ase_pt_6c43af51552e48ae,SHORT,CALL,0.3000
833,ase_pt_751823b026db4dd0,LONG,CALL,0.3000
292,ase_pt_24d5f67c97a24cf4,LONG,CALL,0.3000
839,ase_pt_6bb95b5aa7244b82,SHORT,CALL,0.3000
1159,ase_pt_16c1472721674c76,SHORT,CALL,0.3000
1553,ase_pt_c9cf1e5947bb4752,SHORT,CALL,0.3000
1557,ase_pt_e66149ee488d4111,SHORT,CALL,0.3000
280,ase_pt_0dd0cca698e3471b,SHORT,CALL,0.3000
1153,ase_pt_5e8f0d60fbd54fb2,LONG,CALL,0.3000
1873,ase_pt_835d7f1f28f84c85,SHORT,CALL,0.3000
853,ase_pt_155673414d9c4237,SHORT,CALL,0.3000
259,ase_pt_5bab2972c84849cd,LONG,CALL,0.3000
1147,ase_pt_e9c5adc89a694700,SHORT,CALL,0.3000
874,ase_pt_1efc5e19f4d2470b,LONG,CALL,0.3000
1145,ase_pt_14bbea05d32a4a64,SHORT,CALL,0.3000
175,ase_pt_76bbcd4f1f4f4321,LONG,CALL,0.3000
1971,ase_pt_3cb297ccec4d4a6f,SHORT,CALL,0.3000
1135,ase_pt_1acdccfce30940ea,LONG,CALL,0.3000
1134,ase_pt_1acdccfce30940ea,SHORT,CALL,0.3000
174,ase_pt_76bbcd4f1f4f4321,SHORT,CALL,0.3000
1133,ase_pt_b62d17470e3d4853,LONG,CALL,0.3000
173,ase_pt_e1b81c458fdd4e71,LONG,CALL,0.3000
899,ase_pt_63167d95b92d46a9,LONG,CALL,0.3000
172,ase_pt_e1b81c458fdd4e71,SHORT,CALL,0.3000
1132,ase_pt_b62d17470e3d4853,SHORT,CALL,0.3000
1572,ase_pt_35adba2d503446d4,SHORT,CALL,0.3000
1917,ase_pt_c319fad03c394a4c,SHORT,CALL,0.3000
1575,ase_pt_f0718fd916934cfe,SHORT,CALL,0.3000
1824,ase_pt_f1c574b9890e4d08,SHORT,CALL,0.3000
1821,ase_pt_f3bb6a0a294543f3,SHORT,CALL,0.3000
1597,ase_pt_1a312a5f3dae490c,SHORT,CALL,0.3000
920,ase_pt_0e5e83ab54cb4538,SHORT,CALL,0.3000
1119,ase_pt_dcf739fea6c346c2,SHORT,CALL,0.3000
1610,ase_pt_1ecbc30e80024867,SHORT,CALL,0.3000
1611,ase_pt_1ecbc30e80024867,LONG,CALL,0.3000
1612,ase_pt_b0b1fcb3e5e440bf,SHORT,CALL,0.3000
1613,ase_pt_b0b1fcb3e5e440bf,LONG,CALL,0.3000
2089,ase_pt_b82b26af17754238,LONG,CALL,0.3000
1623,ase_pt_12552ba816c647a6,SHORT,CALL,0.3000
932,ase_pt_c5e54d1c2fad41cc,LONG,CALL,0.3000
1625,ase_pt_8c79bccb949e4c7e,SHORT,CALL,0.3000
936,ase_pt_bfcfa9b74a7841ec,SHORT,CALL,0.3000
1631,ase_pt_95154129d2f04501,LONG,CALL,0.3000
1795,ase_pt_102122e7c9aa4c81,SHORT,CALL,0.3000
1637,ase_pt_c66cffc7f7554a9e,SHORT,CALL,0.3000
1651,ase_pt_25c87bb09bcb4d9e,SHORT,CALL,0.3000
1097,ase_pt_364e2c86c1d6469d,SHORT,CALL,0.3000
949,ase_pt_1ec92c1858a942b5,LONG,CALL,0.3000
1094,ase_pt_8f481826e0ff4f9b,SHORT,CALL,0.3000
2100,ase_pt_41a973774616430c,SHORT,CALL,0.3000
956,ase_pt_725a2fc7d4474ae9,SHORT,CALL,0.3000
1780,ase_pt_5d288026450343df,SHORT,CALL,0.3000
1079,ase_pt_cf555e7bab05428c,SHORT,CALL,0.3000
1075,ase_pt_baad41bd56d44e0e,SHORT,CALL,0.3000
1672,ase_pt_971b825f23974ec3,LONG,CALL,0.3000
1769,ase_pt_a14c917b2b5f4bac,LONG,CALL,0.3000
971,ase_pt_bb4541f2bdfc46ca,LONG,CALL,0.3000
982,ase_pt_df0d1012524347fb,SHORT,CALL,0.3000
1697,ase_pt_ddaaad97b7254e99,LONG,CALL,0.3000
159,ase_pt_b31a4d1261f343e9,SHORT,CALL,0.3000
1754,ase_pt_458f750d5f74431b,SHORT,CALL,0.3000
1747,ase_pt_937913978a7345bf,LONG,CALL,0.3000
997,ase_pt_dea8aa2dc202496f,SHORT,CALL,0.3000
2115,ase_pt_13f1551ef56f423a,SHORT,CALL,0.3000
1734,ase_pt_c13e4aa9be584415,SHORT,CALL,0.3000
1718,ase_pt_e1b41c6235bb41f8,SHORT,CALL,0.3000
727,ase_pt_752066dea78b41bf,SHORT,CALL,0.2800
104,ase_pt_441256588f4a4d41,LONG,CALL,0.2800
54,ase_pt_fe5c39faa9ff45bb,LONG,CALL,0.2800
407,ase_pt_40462d8d32c14ee9,SHORT,CALL,0.2800
59,ase_pt_c07afef2857d49ed,SHORT,CALL,0.2800
71,ase_pt_bf1cf12068b3467c,LONG,CALL,0.2800
1047,ase_pt_8b9f1e603d544491,SHORT,CALL,0.2800
1367,ase_pt_01eead446acc456b,SHORT,CALL,0.2800
46,ase_pt_dc09b5d14ef44603,LONG,CALL,0.2800
2165,ase_pt_a96a5356fe294b6a,SHORT,CALL,0.2800
1845,ase_pt_e0d7f801595e436e,SHORT,CALL,0.2800
34,ase_pt_ecffd21d1e71478d,SHORT,CALL,0.2800
96,ase_pt_bacc84d4772d447c,LONG,CALL,0.2800
79,ase_pt_f03d8213adaf4693,LONG,CALL,0.2800
84,ase_pt_425af45e774a4d75,SHORT,CALL,0.2800
1884,ase_pt_78a93830b36e4989,SHORT,CALL,0.2500
1742,ase_pt_937913978a7345bf,SHORT,CALL,0.2500
632,ase_pt_e89c1dfca5f44779,SHORT,CALL,0.2500
624,ase_pt_0e9c0584c7a24633,SHORT,CALL,0.2500
1330,ase_pt_236c6d4d2d11491a,LONG,CALL,0.2500
564,ase_pt_d416f4b7532c415c,LONG,CALL,0.2500
377,ase_pt_e42209c2003d4359,SHORT,CALL,0.2500
1974,ase_pt_9c0bca498cd943c1,LONG,CALL,0.2500
2062,ase_pt_a41cbde2d94b40f5,SHORT,CALL,0.2500
2135,ase_pt_8e69571ed93942dd,SHORT,CALL,0.2500
1682,ase_pt_75bb9bbffddc42a9,LONG,CALL,0.2500
2002,ase_pt_e9774f4255124adc,LONG,CALL,0.2500
884,ase_pt_5531bb51b3f046e0,LONG,CALL,0.2500
2128,ase_pt_c41a7642575b484e,LONG,CALL,0.2500
1815,ase_pt_44733944cf074383,SHORT,CALL,0.2500
1564,ase_pt_3364009d64af4768,SHORT,CALL,0.2500
244,ase_pt_f7e0e8d95161439f,LONG,CALL,0.2500
1758,ase_pt_01cb82e33a8c4e04,SHORT,CALL,0.2500
697,ase_pt_071c68cb9fa54058,SHORT,CALL,0.2500
690,ase_pt_e0dcd7cfa0434bf4,LONG,CALL,0.2500
1337,ase_pt_c5be21acb3394fec,SHORT,CALL,0.2500
1808,ase_pt_e765019aac214b30,LONG,CALL,0.2500
1264,ase_pt_70ff8734f7804dad,SHORT,CALL,0.2500
1017,ase_pt_496875cb2f7d476e,SHORT,CALL,0.2500
856,ase_pt_e8daada75c2d4937,LONG,CALL,0.2500
536,ase_pt_ff5e137172e74047,LONG,CALL,0.2500
2078,ase_pt_daf29f93819041a8,SHORT,CALL,0.2500
1272,ase_pt_6a6f8dd6d8d04180,SHORT,CALL,0.2500
1750,ase_pt_f44fe45a5946442a,SHORT,CALL,0.2500
304,ase_pt_5b48b5fc0a3f40de,SHORT,CALL,0.2500
1176,ase_pt_488e81b05e3546f2,LONG,CALL,0.2500
1280,ase_pt_d63b61e91c314a4f,SHORT,CALL,0.2500
312,ase_pt_41fa6adf243d4784,SHORT,CALL,0.2500
944,ase_pt_1ec92c1858a942b5,SHORT,CALL,0.2500
1409,ase_pt_6c0852ff34cc4914,SHORT,CALL,0.2500
1527,ase_pt_eae220cc91eb49ee,LONG,CALL,0.2500
216,ase_pt_072a3bfdbe32476a,LONG,CALL,0.2500
1654,ase_pt_5f73e4e368ee4c19,LONG,CALL,0.2500
446,ase_pt_5e49d8edae1c4bb5,SHORT,CALL,0.2500
952,ase_pt_c985b0ea78c349bf,SHORT,CALL,0.2500
320,ase_pt_0c5895db0d4c4a51,SHORT,CALL,0.2500
1010,ase_pt_c8dd09199fb94cf3,LONG,CALL,0.2500
2070,ase_pt_c693893a29cf4a5c,SHORT,CALL,0.2500
1086,ase_pt_9ce40b1112c2482f,SHORT,CALL,0.2500
126,ase_pt_efe0d09f127f4b5e,SHORT,CALL,0.2500
960,ase_pt_10e90105a8cd4fd0,SHORT,CALL,0.2500
1499,ase_pt_ba7fa2bd655642a4,LONG,CALL,0.2500
1204,ase_pt_7c3ef7e616e149da,LONG,CALL,0.2500
640,ase_pt_949f8a36d9124d7b,SHORT,CALL,0.2500
766,ase_pt_00b9fcf63ec84443,SHORT,CALL,0.2500
370,ase_pt_1170d8dc89b04e2d,LONG,CALL,0.2500
87,ase_pt_128484047a824332,SHORT,CALL,0.2200
427,ase_pt_e4fbd56c2fba44d5,LONG,CALL,0.2200
62,ase_pt_06792981111b4143,SHORT,CALL,0.2200
747,ase_pt_5a58675379e94007,LONG,CALL,0.2200
1865,ase_pt_0910e43b7e134256,LONG,CALL,0.2200
37,ase_pt_9348885232d04d4e,SHORT,CALL,0.2200
2185,ase_pt_3f2458b9297a4ad0,LONG,CALL,0.2200
1067,ase_pt_eacf187fc03e42a8,LONG,CALL,0.2200
1387,ase_pt_e2570da6158e4bf8,LONG,CALL,0.2200
718,ase_pt_b0bae41a8b684f02,LONG,CALL,0.2000
1923,ase_pt_3159c7198f9847ca,LONG,CALL,0.2000
716,ase_pt_e2d687d64f954cd6,SHORT,CALL,0.2000
396,ase_pt_6eeb91756b384821,SHORT,CALL,0.2000
964,ase_pt_d742e132255243af,SHORT,CALL,0.2000
1662,ase_pt_9ad847fa6c644d6e,LONG,CALL,0.2000
1774,ase_pt_9e412b9c46f64e91,LONG,CALL,0.2000
2102,ase_pt_b18fa90299b1435f,LONG,CALL,0.2000
1083,ase_pt_48e071537e064f17,SHORT,CALL,0.2000
1085,ase_pt_774ec411f0664b5e,LONG,CALL,0.2000
617,ase_pt_a8b9f5ecf5284755,LONG,CALL,0.2000
1782,ase_pt_471b2b947e7240f9,LONG,CALL,0.2000
555,ase_pt_2890588a8d2f4473,SHORT,CALL,0.2000
1786,ase_pt_efb8edaa521b47e8,SHORT,CALL,0.2000
2046,ase_pt_19b4607ee28b4e4b,SHORT,CALL,0.2000
1643,ase_pt_071dfaed07c840a7,SHORT,CALL,0.2000
621,ase_pt_7de534e9fe6345cb,LONG,CALL,0.2000
224,ase_pt_bce325b6dbd949b5,LONG,CALL,0.2000
1633,ase_pt_9d28f94eaeaf4126,SHORT,CALL,0.2000
941,ase_pt_6902ab81fd5c473c,LONG,CALL,0.2000
2094,ase_pt_ba89af7af8ba4e0a,LONG,CALL,0.2000
937,ase_pt_bfcfa9b74a7841ec,LONG,CALL,0.2000
1356,ase_pt_6a0fee0e6c994c43,SHORT,CALL,0.2000
485,ase_pt_977ced069bc5425b,LONG,CALL,0.2000
928,ase_pt_762319e20bcf4980,SHORT,CALL,0.2000
1308,ase_pt_c90f2d4483524cf3,SHORT,CALL,0.2000
925,ase_pt_ff3f24f24b8e45f4,LONG,CALL,0.2000
99,ase_pt_d08c204af0aa4d79,SHORT,CALL,0.2000
1603,ase_pt_b78de49d410c4b6a,LONG,CALL,0.2000
1036,ase_pt_8d400ce6441c4402,SHORT,CALL,0.2000
165,ase_pt_2b6fcc40f3494051,LONG,CALL,0.2000
1125,ase_pt_297066db97404b77,LONG,CALL,0.2000
2154,ase_pt_9403ce850be042b9,SHORT,CALL,0.2000
1828,ase_pt_8866dcbf077e4891,LONG,CALL,0.2000
1304,ase_pt_5208c296a9d047a4,LONG,CALL,0.2000
1834,ase_pt_ae94e90407ed4ee8,SHORT,CALL,0.2000
1836,ase_pt_6e3199cc0c054c4a,LONG,CALL,0.2000
1038,ase_pt_854cdbc63d0e4302,LONG,CALL,0.2000
2082,ase_pt_5060831c6ba74a92,SHORT,CALL,0.2000
74,ase_pt_bdd79945f43049f0,SHORT,CALL,0.2000
875,ase_pt_1efc5e19f4d2470b,SHORT,CALL,0.2000
1563,ase_pt_9bf39c88fddc4d28,LONG,CALL,0.2000
1561,ase_pt_112c1a8d5dc94d21,SHORT,CALL,0.2000
1739,ase_pt_8f40bc8450a040f2,LONG,CALL,0.2000
864,ase_pt_6380627d787b417b,LONG,CALL,0.2000
1963,ase_pt_24be3ac5a5824fcf,SHORT,CALL,0.2000
2148,ase_pt_b816b72e7a2f46dc,LONG,CALL,0.2000
845,ase_pt_0ec22af1f8694c35,SHORT,CALL,0.2000
1155,ase_pt_3ba61bac1a2f4d53,SHORT,CALL,0.2000
644,ase_pt_84bcc42a04404c1d,SHORT,CALL,0.2000
285,ase_pt_32be02a6f8b348be,LONG,CALL,0.2000
1296,ase_pt_5df56406e676421f,LONG,CALL,0.2000
288,ase_pt_2af95b3f1e834dbb,SHORT,CALL,0.2000
125,ase_pt_259c9ec7c0bb44ad,LONG,CALL,0.2000
835,ase_pt_34b7749cae3b494d,SHORT,CALL,0.2000
49,ase_pt_341bcf3e6977437d,SHORT,CALL,0.2000
1165,ase_pt_937155f971934804,SHORT,CALL,0.2000
544,ase_pt_fd8f510a65cb426a,LONG,CALL,0.2000
297,ase_pt_651c3abf1f1f4b08,LONG,CALL,0.2000
301,ase_pt_e8ac703556ed4ca8,LONG,CALL,0.2000
1953,ase_pt_c940efd2a9954b9d,SHORT,CALL,0.2000
1358,ase_pt_ea4be73d23ee4956,LONG,CALL,0.2000
805,ase_pt_29707c7594b24de3,LONG,CALL,0.2000
1406,ase_pt_4eee96fe9fd74603,SHORT,CALL,0.2000
1184,ase_pt_2b871389c3f94b23,LONG,CALL,0.2000
1518,ase_pt_44e3a8804a2a4988,SHORT,CALL,0.2000
324,ase_pt_2a71b6dad9324f42,SHORT,CALL,0.2000
1726,ase_pt_7551bc0b96784b8d,SHORT,CALL,0.2000
336,ase_pt_e2c2f6a10bdb4b99,LONG,CALL,0.2000
1507,ase_pt_57db029c27af45e3,LONG,CALL,0.2000
2156,ase_pt_81f372c0b5194ee7,LONG,CALL,0.2000
344,ase_pt_a1c8e3c5b81941d4,LONG,CALL,0.2000
1195,ase_pt_c1cb14c33f0a40db,SHORT,CALL,0.2000
348,ase_pt_fb84854ccb4f40ab,SHORT,CALL,0.2000
1408,ase_pt_938199d6acd74eb5,LONG,CALL,0.2000
1284,ase_pt_4ed0eedc2d0047dd,SHORT,CALL,0.2000
656,ase_pt_cab5b30e65814c46,LONG,CALL,0.2000
1488,ase_pt_27770dc5a81e4e91,SHORT,CALL,0.2000
765,ase_pt_a0f182a9ba75429b,LONG,CALL,0.2000
763,ase_pt_9c6a842c94f74f0c,SHORT,CALL,0.2000
1478,ase_pt_d1c575613d644f6d,SHORT,CALL,0.2000
1881,ase_pt_e27c631c24c34820,SHORT,CALL,0.2000
1883,ase_pt_7973611a7c8d4405,LONG,CALL,0.2000
445,ase_pt_e8d8f110ca2e46ea,LONG,CALL,0.2000
205,ase_pt_0696a7501e5a4b86,SHORT,CALL,0.2000
525,ase_pt_c36ecfd5501c47a4,SHORT,CALL,0.2000
195,ase_pt_79e593a33bc8450e,SHORT,CALL,0.2000
2043,ase_pt_b0eeb4319ad54360,LONG,CALL,0.2000
390,ase_pt_9aa23c0340c74068,LONG,CALL,0.2000
443,ase_pt_cbd5bf81793446d7,SHORT,CALL,0.2000
2059,ase_pt_f0cf4e295eb34ac4,LONG,CALL,0.2000
1723,ase_pt_2611a56fa69b4883,LONG,CALL,0.2000
398,ase_pt_f756f793419d420f,LONG,CALL,0.2000
664,ase_pt_f22e95e154d94408,LONG,CALL,0.2000
710,ase_pt_3c3d96cd00fa4b9f,LONG,CALL,0.2000
123,ase_pt_81d385620a0340d0,SHORT,CALL,0.2000
2055,ase_pt_a84f030dddc84b5c,LONG,CALL,0.2000
1448,ase_pt_7a913eaa2e034493,LONG,CALL,0.2000
235,ase_pt_c7a2f3b519e24441,SHORT,CALL,0.2000
1245,ase_pt_cc496e3791394bdd,LONG,CALL,0.2000
668,ase_pt_6238c50e54c64833,SHORT,CALL,0.2000
1248,ase_pt_64f79423f4d24f3e,SHORT,CALL,0.2000
1261,ase_pt_e78a52d34182482d,LONG,CALL,0.2000
1257,ase_pt_3bcc9c0b31ff49f3,LONG,CALL,0.2000
988,ase_pt_3f620ebb349a4df9,SHORT,CALL,0.2000
515,ase_pt_db747bae239b4a97,SHORT,CALL,0.2000
1982,ase_pt_cc391a931e4f47f4,LONG,CALL,0.2000
984,ase_pt_963783dd4e834ad5,LONG,CALL,0.2000
605,ase_pt_bb9a1f6f28054353,LONG,CALL,0.2000
1993,ase_pt_07b1b4e5014545b3,SHORT,CALL,0.2000
608,ase_pt_efa0f89d97a54617,SHORT,CALL,0.2000
1762,ase_pt_bfcbb0e9be454d9a,SHORT,CALL,0.2000
1030,ase_pt_d3b5f2da35984057,LONG,CALL,0.2000
976,ase_pt_2b1cb0acde8a4d2a,LONG,CALL,0.2000
2106,ase_pt_afbccbf809824372,SHORT,CALL,0.2000
1673,ase_pt_971b825f23974ec3,SHORT,CALL,0.2000
1350,ase_pt_1dfa879e84f34a36,LONG,CALL,0.2000
1735,ase_pt_c13e4aa9be584415,LONG,CALL,0.2000
1052,ase_pt_0c9b4327f85a4179,SHORT,CALL,0.1800
2180,ase_pt_3f2458b9297a4ad0,SHORT,CALL,0.1800
80,ase_pt_6cb43827aca54901,LONG,CALL,0.1800
2170,ase_pt_0dd30d7452624163,SHORT,CALL,0.1800
1062,ase_pt_eacf187fc03e42a8,SHORT,CALL,0.1800
105,ase_pt_e5231e71990f4568,LONG,CALL,0.1800
55,ase_pt_1c70e2ed36e748c0,LONG,CALL,0.1800
422,ase_pt_e4fbd56c2fba44d5,SHORT,CALL,0.1800
1372,ase_pt_43b493247bb548cc,SHORT,CALL,0.1800
742,ase_pt_5a58675379e94007,SHORT,CALL,0.1800
1860,ase_pt_0910e43b7e134256,SHORT,CALL,0.1800
1382,ase_pt_e2570da6158e4bf8,SHORT,CALL,0.1800
412,ase_pt_bbd9a12dae4b4160,SHORT,CALL,0.1800
1850,ase_pt_5512d71f7e0c419d,SHORT,CALL,0.1800
732,ase_pt_e99a1c0bac7a44b8,SHORT,CALL,0.1800
293,ase_pt_24d5f67c97a24cf4,SHORT,CALL,0.1500
1253,ase_pt_24bc62692c964244,SHORT,CALL,0.1500
682,ase_pt_4e16f998994a497a,LONG,CALL,0.1500
1418,ase_pt_d41318d96c0c4c43,LONG,CALL,0.1500
451,ase_pt_d364f8772e634ea2,SHORT,CALL,0.1500
135,ase_pt_bda5c6e34e8646be,LONG,CALL,0.1500
1822,ase_pt_f3bb6a0a294543f3,LONG,CALL,0.1500
1755,ase_pt_458f750d5f74431b,LONG,CALL,0.1500
1573,ase_pt_35adba2d503446d4,LONG,CALL,0.1500
601,ase_pt_731523d79fb84a33,LONG,CALL,0.1500
983,ase_pt_df0d1012524347fb,LONG,CALL,0.1500
1719,ase_pt_e1b41c6235bb41f8,LONG,CALL,0.1500
728,ase_pt_752066dea78b41bf,LONG,CALL,0.1500
1303,ase_pt_4a42f6e79939477c,LONG,CALL,0.1500
1368,ase_pt_01eead446acc456b,LONG,CALL,0.1500
1731,ase_pt_06edc199b341480c,SHORT,CALL,0.1500
1024,ase_pt_bed69d2bf32e4b21,LONG,CALL,0.1500
2051,ase_pt_bfac9a1717b7484c,SHORT,CALL,0.1500
1569,ase_pt_d6f552806c264371,SHORT,CALL,0.1500
649,ase_pt_df0a266b5a764677,LONG,CALL,0.1500
1767,ase_pt_856dbff788e84c4c,LONG,CALL,0.1500
637,ase_pt_ee9d189d54294c8a,LONG,CALL,0.1500
969,ase_pt_630c5bfba91c45a1,LONG,CALL,0.1500
1889,ase_pt_6cbd35962d814902,SHORT,CALL,0.1500
1565,ase_pt_3364009d64af4768,LONG,CALL,0.1500
1846,ase_pt_e0d7f801595e436e,LONG,CALL,0.1500
613,ase_pt_f250e712b2084bc1,SHORT,CALL,0.1500
2039,ase_pt_793e28749bc24fce,LONG,CALL,0.1500
1893,ase_pt_745a857919564dfc,LONG,CALL,0.1500
1344,ase_pt_241e62fb9dec48f7,LONG,CALL,0.1500
127,ase_pt_efe0d09f127f4b5e,LONG,CALL,0.1500
1087,ase_pt_9ce40b1112c2482f,LONG,CALL,0.1500
957,ase_pt_725a2fc7d4474ae9,LONG,CALL,0.1500
1781,ase_pt_5d288026450343df,LONG,CALL,0.1500
2101,ase_pt_41a973774616430c,LONG,CALL,0.1500
1091,ase_pt_f5dd6dc35bb846d9,SHORT,CALL,0.1500
317,ase_pt_033247baa7c14f4a,LONG,CALL,0.1500
1289,ase_pt_00ab5dd704f449f7,LONG,CALL,0.1500
1095,ase_pt_8f481826e0ff4f9b,LONG,CALL,0.1500
2120,ase_pt_668c2de047b24014,LONG,CALL,0.1500
1410,ase_pt_6c0852ff34cc4914,LONG,CALL,0.1500
2166,ase_pt_a96a5356fe294b6a,LONG,CALL,0.1500
131,ase_pt_3c7ddbca75b940eb,SHORT,CALL,0.1500
343,ase_pt_f8dc673d2e074d35,LONG,CALL,0.1500
1885,ase_pt_78a93830b36e4989,LONG,CALL,0.1500
2087,ase_pt_b5a80c476a354e47,LONG,CALL,0.1500
1414,ase_pt_5b867797cbbb4df8,SHORT,CALL,0.1500
704,ase_pt_b17fef4b11414c67,LONG,CALL,0.1500
1241,ase_pt_f22691ef3d444fab,LONG,CALL,0.1500
455,ase_pt_77c6e57b3a1446b9,LONG,CALL,0.1500
384,ase_pt_e0a6c5ea0c7841ed,LONG,CALL,0.1500
921,ase_pt_0e5e83ab54cb4538,LONG,CALL,0.1500
1277,ase_pt_52d55444d36747a0,LONG,CALL,0.1500
2142,ase_pt_8c37415feac34594,LONG,CALL,0.1500
408,ase_pt_40462d8d32c14ee9,LONG,CALL,0.1500
1800,ase_pt_da861c9b34664bdb,LONG,CALL,0.1500
447,ase_pt_5e49d8edae1c4bb5,LONG,CALL,0.1500
663,ase_pt_cdcfed298b1248b7,LONG,CALL,0.1500
1322,ase_pt_24e97ff0df5b4982,LONG,CALL,0.1500
1002,ase_pt_f3afc3f4ede84b03,LONG,CALL,0.1500
2075,ase_pt_17a87aa5b5ef41d5,LONG,CALL,0.1500
775,ase_pt_3a461d2fa135461e,LONG,CALL,0.1500
771,ase_pt_9221343a8ff442c1,SHORT,CALL,0.1500
1048,ase_pt_8b9f1e603d544491,LONG,CALL,0.1500
281,ase_pt_0dd0cca698e3471b,LONG,CALL,0.1500
362,ase_pt_3d55b52d40e74304,LONG,CALL,0.1500
767,ase_pt_00b9fcf63ec84443,LONG,CALL,0.1500
329,ase_pt_64cba35090f74aaf,LONG,CALL,0.1500
933,ase_pt_c5e54d1c2fad41cc,SHORT,CALL,0.1500
50,ase_pt_341bcf3e6977437d,LONG,CALL,0.1100
100,ase_pt_d08c204af0aa4d79,LONG,CALL,0.1100
75,ase_pt_bdd79945f43049f0,LONG,CALL,0.1100
1018,ase_pt_496875cb2f7d476e,LONG,CALL,0.1000
1037,ase_pt_8d400ce6441c4402,LONG,CALL,0.1000
1743,ase_pt_937913978a7345bf,LONG,CALL,0.1000
1751,ase_pt_f44fe45a5946442a,LONG,CALL,0.1000
1063,ase_pt_eacf187fc03e42a8,LONG,CALL,0.1000
1759,ase_pt_01cb82e33a8c4e04,LONG,CALL,0.1000
1357,ase_pt_6a0fee0e6c994c43,LONG,CALL,0.1000
1763,ase_pt_bfcbb0e9be454d9a,LONG,CALL,0.1000
2155,ase_pt_9403ce850be042b9,LONG,CALL,0.1000
965,ase_pt_d742e132255243af,LONG,CALL,0.1000
961,ase_pt_10e90105a8cd4fd0,LONG,CALL,0.1000
953,ase_pt_c985b0ea78c349bf,LONG,CALL,0.1000
945,ase_pt_1ec92c1858a942b5,LONG,CALL,0.1000
1816,ase_pt_44733944cf074383,LONG,CALL,0.1000
1835,ase_pt_ae94e90407ed4ee8,LONG,CALL,0.1000
2083,ase_pt_5060831c6ba74a92,LONG,CALL,0.1000
1861,ase_pt_0910e43b7e134256,LONG,CALL,0.1000
2079,ase_pt_daf29f93819041a8,LONG,CALL,0.1000
305,ase_pt_5b48b5fc0a3f40de,LONG,CALL,0.1000
313,ase_pt_41fa6adf243d4784,LONG,CALL,0.1000
321,ase_pt_0c5895db0d4c4a51,LONG,CALL,0.1000
325,ase_pt_2a71b6dad9324f42,LONG,CALL,0.1000
2071,ase_pt_c693893a29cf4a5c,LONG,CALL,0.1000
743,ase_pt_5a58675379e94007,LONG,CALL,0.1000
2063,ase_pt_a41cbde2d94b40f5,LONG,CALL,0.1000
378,ase_pt_e42209c2003d4359,LONG,CALL,0.1000
2136,ase_pt_8e69571ed93942dd,LONG,CALL,0.1000
717,ase_pt_e2d687d64f954cd6,LONG,CALL,0.1000
397,ase_pt_6eeb91756b384821,LONG,CALL,0.1000
698,ase_pt_071c68cb9fa54058,LONG,CALL,0.1000
423,ase_pt_e4fbd56c2fba44d5,LONG,CALL,0.1000
1265,ase_pt_70ff8734f7804dad,LONG,CALL,0.1000
1273,ase_pt_6a6f8dd6d8d04180,LONG,CALL,0.1000
1281,ase_pt_d63b61e91c314a4f,LONG,CALL,0.1000
1285,ase_pt_4ed0eedc2d0047dd,LONG,CALL,0.1000
645,ase_pt_84bcc42a04404c1d,LONG,CALL,0.1000
641,ase_pt_949f8a36d9124d7b,LONG,CALL,0.1000
633,ase_pt_e89c1dfca5f44779,LONG,CALL,0.1000
625,ase_pt_0e9c0584c7a24633,LONG,CALL,0.1000
1383,ase_pt_e2570da6158e4bf8,LONG,CALL,0.1000
1338,ase_pt_c5be21acb3394fec,LONG,CALL,0.1000
2181,ase_pt_3f2458b9297a4ad0,LONG,CALL,0.1000
609,ase_pt_efa0f89d97a54617,LONG,CALL,0.0800
289,ase_pt_2af95b3f1e834dbb,LONG,CALL,0.0800
1727,ase_pt_7551bc0b96784b8d,LONG,CALL,0.0800
2047,ase_pt_19b4607ee28b4e4b,LONG,CALL,0.0800
1249,ase_pt_64f79423f4d24f3e,LONG,CALL,0.0800
929,ase_pt_762319e20bcf4980,LONG,CALL,0.0800
2113,ase_pt_52ee7c4cf21442b2,SHORT,PUT,-0.0500
